AID	TelemDate	TimeLag	AEA_X	AEA_Y
56B	2010-04-21 22:00:00.000	60	-1071951.59839695	2491983.0769364
56B	2010-04-21 23:00:00.000	60	-1072122.28640464	2491890.68233994
56B	2010-04-22 00:00:00.000	60	-1072115.03171618	2491841.26173052
56B	2010-04-22 01:00:00.000	60	-1072104.05203534	2491850.92887928
56B	2010-04-22 02:00:00.000	60	-1072108.4415471	2491848.18666862
56B	2010-04-22 03:00:00.000	60	-1072112.51330913	2491847.64865642
56B	2010-04-22 04:00:00.000	60	-1072111.88960777	2491846.43374166
56B	2010-04-22 05:00:00.000	60	-1072031.27847131	2491912.43799566
56B	2010-04-22 06:00:00.000	60	-1071925.32746694	2492043.41462579
56B	2010-04-22 07:00:00.000	60	-1071900.75739836	2492114.12227721
56B	2010-04-22 08:00:00.000	60	-1071898.56859679	2492112.68181813
56B	2010-04-22 09:00:00.000	60	-1071873.72970472	2492312.72354791
56B	2010-04-22 10:00:00.000	60	-1071681.82506534	2492602.30844562
56B	2010-04-22 11:00:00.000	60	-1071628.7391891	2492610.40776316
56B	2010-04-22 12:00:00.000	60	-1071599.05054707	2492583.63010286
56B	2010-04-22 13:00:00.000	60	-1071597.49711081	2492577.78140466
56B	2010-04-22 14:00:00.000	60	-1071423.33819464	2492616.80969639
56B	2010-04-22 15:00:00.000	60	-1071392.96692948	2492694.55610428
56B	2010-04-22 16:00:00.000	60	-1071326.75558344	2493076.50157272
56B	2010-04-22 17:00:00.000	60	-1071203.93404947	2492969.93590803
56B	2010-04-22 18:00:00.000	60	-1070973.53023584	2493039.11824893
56B	2010-04-22 19:00:00.000	60	-1070668.26371318	2492890.53854462
56B	2010-04-22 20:00:00.000	60	-1070687.14680646	2492920.25598078
56B	2010-04-22 21:00:00.000	60	-1071263.15169385	2492403.6132421
56B	2010-04-22 22:00:00.000	60	-1071538.47151644	2491889.79170357
56B	2010-04-22 23:00:00.000	60	-1071653.40114209	2491652.10513195
56B	2010-04-23 00:00:00.000	60	-1071676.43699011	2491641.92458419
56B	2010-04-23 01:00:00.000	60	-1071689.54801428	2491661.81364791
56B	2010-04-23 02:00:00.000	60	-1071679.1810956	2491678.3196266
56B	2010-04-23 03:00:00.000	60	-1071668.21331421	2491682.3641605
56B	2010-04-23 04:00:00.000	60	-1071671.96748243	2491684.03010035
56B	2010-04-23 05:00:00.000	60	-1071657.06507422	2491621.13340161
56B	2010-04-23 06:00:00.000	60	-1071518.94164141	2491714.85564805
56B	2010-04-23 07:00:00.000	60	-1071452.96533825	2491668.22597847
56B	2010-04-23 08:00:00.000	60	-1071374.7408518	2491717.7058878
56B	2010-04-23 09:00:00.000	60	-1071371.93924837	2491709.42743644
56B	2010-04-23 10:00:00.000	60	-1071391.33403939	2491718.9712687
56B	2010-04-23 11:00:00.000	60	-1071395.11072483	2491709.39051823
56B	2010-04-23 12:00:00.000	60	-1071464.00140746	2491708.0653115
56B	2010-04-23 13:00:00.000	60	-1071526.00754016	2491782.24766259
56B	2010-04-23 14:00:00.000	60	-1071543.34853044	2491878.11959818
56B	2010-04-23 15:00:00.000	60	-1071530.89559074	2491842.5759493
56B	2010-04-23 16:00:00.000	60	-1071400.9662408	2491990.35351496
56B	2010-04-23 17:00:00.000	60	-1071410.34598558	2492152.57606068
56B	2010-04-23 18:00:00.000	60	-1071340.38239603	2492222.36966198
56B	2010-04-23 19:00:00.000	60	-1071168.72443068	2492260.64047926
56B	2010-04-23 20:00:00.000	60	-1071138.92721194	2492129.22757208
56B	2010-04-23 21:00:00.000	60	-1071155.56407486	2492107.99953595
56B	2010-04-23 22:00:00.000	60	-1071147.11475893	2492105.65758099
56B	2010-04-23 23:00:00.000	60	-1071152.8989445	2492109.86559404
56B	2010-04-24 00:00:00.000	60	-1071163.66480809	2492207.03836124
56B	2010-04-24 01:00:00.000	60	-1071182.89509222	2492062.43759545
56B	2010-04-24 02:00:00.000	60	-1071204.18282596	2492064.37887304
56B	2010-04-24 03:00:00.000	60	-1071193.47750669	2492094.33600853
56B	2010-04-24 04:00:00.000	60	-1071195.98390834	2492093.57205879
56B	2010-04-24 05:00:00.000	60	-1071218.76947213	2492129.47818244
56B	2010-04-24 06:00:00.000	60	-1071542.99352398	2492590.17690985
56B	2010-04-24 07:00:00.000	60	-1071470.19159152	2492823.80383764
56B	2010-04-24 08:00:00.000	60	-1071787.52826303	2492811.0375047
56B	2010-04-24 09:00:00.000	60	-1071897.43791509	2492951.75156574
56B	2010-04-24 10:00:00.000	60	-1071961.39721334	2493056.59397352
56B	2010-04-24 11:00:00.000	60	-1072360.53558821	2493789.12730314
56B	2010-04-24 12:00:00.000	60	-1072539.97662549	2494112.00081986
56B	2010-04-24 13:00:00.000	60	-1072783.53025784	2494383.38240781
56B	2010-04-24 14:00:00.000	60	-1072850.18051643	2494325.50224234
56B	2010-04-24 15:00:00.000	60	-1072850.34702617	2494252.4034586
56B	2010-04-24 16:00:00.000	60	-1072859.45529092	2494239.09324262
56B	2010-04-24 17:00:00.000	60	-1072547.28490016	2493922.9361648
56B	2010-04-24 18:00:00.000	60	-1072470.30388694	2493698.0879642
56B	2010-04-24 19:00:00.000	60	-1072691.81720926	2493264.30198016
56B	2010-04-24 20:00:00.000	60	-1072778.16828882	2492372.26550379
56B	2010-04-24 21:00:00.000	60	-1072862.0101238	2492333.73560471
56B	2010-04-24 22:00:00.000	60	-1072593.45605386	2492290.49684003
56B	2010-04-24 23:00:00.000	60	-1072574.18622908	2492296.71754907
56B	2010-04-25 00:00:00.000	60	-1072597.4542252	2492323.69845772
56B	2010-04-25 01:00:00.000	60	-1072599.36167561	2492310.47358617
56B	2010-04-25 02:00:00.000	60	-1072602.93191965	2492324.48851068
56B	2010-04-25 03:00:00.000	60	-1072602.00268206	2492319.85449962
56B	2010-04-25 04:00:00.000	60	-1072614.53433824	2492460.03663761
56B	2010-04-25 05:00:00.000	60	-1072597.51479885	2492439.5818732
56B	2010-04-25 06:00:00.000	60	-1072574.82093355	2492580.30790077
56B	2010-04-25 07:00:00.000	60	-1072485.51806587	2492612.42754881
56B	2010-04-25 08:00:00.000	60	-1073225.2304765	2492949.77413845
56B	2010-04-25 09:00:00.000	60	-1073250.17128494	2493064.74894984
56B	2010-04-25 10:00:00.000	60	-1073078.6536512	2493317.86847587
56B	2010-04-25 11:00:00.000	60	-1073064.84978204	2493330.50123627
56B	2010-04-25 12:00:00.000	60	-1072893.32889746	2493450.87337952
56B	2010-04-25 13:00:00.000	60	-1072771.84890897	2493595.34261835
56B	2010-04-25 14:00:00.000	60	-1072770.17053555	2493645.72444962
56B	2010-04-25 15:00:00.000	60	-1072712.78846743	2493617.1959634
56B	2010-04-25 16:00:00.000	60	-1072592.973374	2493578.53640723
56B	2010-04-25 17:00:00.000	60	-1072624.33171422	2493554.93572749
56B	2010-04-25 18:00:00.000	60	-1072518.50167531	2493491.29565218
56B	2010-04-25 19:00:00.000	60	-1072383.53609141	2493507.82796549
56B	2010-04-25 20:00:00.000	60	-1072308.09405096	2493000.83448214
56B	2010-04-25 21:00:00.000	60	-1072294.35197899	2492985.35306862
56B	2010-04-25 22:00:00.000	60	-1072294.98766682	2492980.94482436
56B	2010-04-25 23:00:00.000	60	-1072293.58166968	2492979.61710288
56B	2010-04-26 00:00:00.000	60	-1072156.92797031	2492830.54011483
56B	2010-04-26 01:00:00.000	60	-1072038.17837571	2492651.42283713
56B	2010-04-26 02:00:00.000	60	-1071978.46697842	2492683.31403387
56B	2010-04-26 03:00:00.000	60	-1071962.49944174	2492683.26218987
56B	2010-04-26 04:00:00.000	60	-1071959.99310454	2492684.02586986
56B	2010-04-26 05:00:00.000	60	-1071959.83423546	2492685.12794959
56B	2010-04-26 06:00:00.000	60	-1071814.87936836	2492682.23321103
56B	2010-04-26 07:00:00.000	60	-1071754.33483746	2492814.12809991
56B	2010-04-26 08:00:00.000	60	-1071691.20473092	2493135.76875714
56B	2010-04-26 09:00:00.000	60	-1071561.29870416	2493277.91575678
56B	2010-04-26 10:00:00.000	60	-1071578.04243709	2493355.70064565
56B	2010-04-26 11:00:00.000	60	-1071883.87547316	2493516.77789445
56B	2010-04-26 12:00:00.000	60	-1071781.92938526	2493686.57451319
56B	2010-04-26 13:00:00.000	60	-1071785.86513879	2493675.89232498
56B	2010-04-26 14:00:00.000	60	-1071949.43158168	2493676.97301552
56B	2010-04-26 15:00:00.000	60	-1072377.03120165	2494045.74784574
56B	2010-04-26 16:00:00.000	60	-1072478.57364164	2494133.51707988
56B	2010-04-26 17:00:00.000	60	-1072469.99293158	2494121.02970123
56B	2010-04-26 18:00:00.000	60	-1072318.66250892	2493968.70673964
56B	2010-04-26 19:00:00.000	60	-1072178.89014948	2493824.80385934
56B	2010-04-26 20:00:00.000	60	-1071716.39471815	2492916.65670029
56B	2010-04-26 21:00:00.000	60	-1071711.61134958	2492883.34330181
56B	2010-04-26 22:00:00.000	60	-1071714.9000605	2492882.6923187
56B	2010-04-26 23:00:00.000	60	-1071713.34682912	2492876.84363173
56B	2010-04-27 00:00:00.000	60	-1071713.19969943	2492872.32257113
56B	2010-04-27 01:00:00.000	60	-1072042.99650142	2492667.86712661
56B	2010-04-27 02:00:00.000	60	-1072135.02460796	2492677.75992475
56B	2010-04-27 03:00:00.000	60	-1072137.99567686	2492679.31326375
56B	2010-04-27 04:00:00.000	60	-1072135.96599211	2492676.77066833
56B	2010-04-27 05:00:00.000	60	-1072129.54717437	2492676.97021071
56B	2010-04-27 06:00:00.000	60	-1072355.828994	2493794.07330408
56B	2010-04-27 07:00:00.000	60	-1072370.87388984	2493927.86386518
56B	2010-04-27 08:00:00.000	60	-1072495.75610089	2494219.24271598
56B	2010-04-27 09:00:00.000	60	-1072683.27316173	2494629.90658577
56B	2010-04-27 10:00:00.000	60	-1072670.93490405	2494549.37939713
56B	2010-04-27 11:00:00.000	60	-1072788.055678	2494595.52807019
56B	2010-04-27 12:00:00.000	60	-1072856.95303683	2494649.34384831
56B	2010-04-27 13:00:00.000	60	-1072854.3138829	2494639.96331108
56B	2010-04-27 14:00:00.000	60	-1072839.60951543	2494636.71635673
56B	2010-04-27 15:00:00.000	60	-1072823.6024077	2494587.15809781
56B	2010-04-27 16:00:00.000	60	-1072863.35300257	2494588.39463539
56B	2010-04-27 17:00:00.000	60	-1072648.74423826	2494465.18072708
56B	2010-04-27 18:00:00.000	60	-1072548.32644769	2494297.69889472
56B	2010-04-27 19:00:00.000	60	-1072514.07552828	2493510.90673485
56B	2010-04-27 20:00:00.000	60	-1072660.01301825	2492709.59530284
56B	2010-04-27 21:00:00.000	60	-1072539.98760491	2492400.90984558
56B	2010-04-27 22:00:00.000	60	-1072597.30751256	2492319.17730502
56B	2010-04-27 23:00:00.000	60	-1072495.95252274	2491986.18465916
56B	2010-04-28 00:00:00.000	60	-1072228.310927	2491875.59266306
56B	2010-04-28 01:00:00.000	60	-1072223.61547733	2491874.91570457
56B	2010-04-28 02:00:00.000	60	-1072229.22861629	2491885.84995025
56B	2010-04-28 03:00:00.000	60	-1072221.73254389	2491876.89423169
56B	2010-04-28 04:00:00.000	60	-1072229.06972441	2491886.95203668
56B	2010-04-28 05:00:00.000	60	-1072227.84613635	2491873.27565659
56B	2010-04-28 06:00:00.000	60	-1072454.3921235	2492019.56629399
56B	2010-04-28 07:00:00.000	60	-1072954.27796236	2492519.17319799
56B	2010-04-28 08:00:00.000	60	-1072951.41165908	2492611.00980995
56B	2010-04-28 09:00:00.000	60	-1072943.37746158	2492633.47562129
56B	2010-04-28 10:00:00.000	60	-1072916.70993195	2492657.75295124
56B	2010-04-28 11:00:00.000	60	-1072970.49560478	2492827.51329808
56B	2010-04-28 12:00:00.000	60	-1073114.95418034	2492911.35895472
56B	2010-04-28 13:00:00.000	60	-1073221.52848774	2492925.61480512
56B	2010-04-28 14:00:00.000	60	-1073153.61308591	2492914.68804837
56B	2010-04-28 15:00:00.000	60	-1072943.60646733	2492881.00827212
56B	2010-04-28 16:00:00.000	60	-1072902.89291057	2492886.38379835
56B	2010-04-28 17:00:00.000	60	-1072779.15677935	2492775.15727945
56B	2010-04-28 18:00:00.000	60	-1072464.30488436	2492576.7434553
56B	2010-04-28 19:00:00.000	60	-1072377.17784359	2492543.92881144
56B	2010-04-28 20:00:00.000	60	-1072197.25449783	2491902.61511247
56B	2010-04-28 21:00:00.000	60	-1072218.18496216	2491851.63281561
56B	2010-04-28 22:00:00.000	60	-1072214.60172584	2491843.24123005
56B	2010-04-28 23:00:00.000	60	-1072219.89713013	2491856.3796557
56B	2010-04-29 00:00:00.000	60	-1072210.04140815	2491852.70874371
56B	2010-04-29 01:00:00.000	60	-1072215.03090373	2491862.42807177
56B	2010-04-29 02:00:00.000	60	-1072220.38567853	2491847.45011283
56B	2010-04-29 03:00:00.000	60	-1072136.64978034	2491835.37820538
56B	2010-04-29 04:00:00.000	60	-1072130.24207694	2491829.95448943
56B	2010-04-29 05:00:00.000	60	-1072132.90757277	2491828.08874679
56B	2010-04-29 06:00:00.000	60	-1072063.71089405	2491975.61272268
56B	2010-04-29 07:00:00.000	60	-1072095.50530369	2492192.81923919
56B	2010-04-29 08:00:00.000	60	-1072094.28167615	2492179.14298102
