"Species","Capture History","Length","Weight","Wr","Mark","Tag","Sex","Mort?"
"SRC","M1","6.9","0.12","94","","","","N"
"SRC","M1","6.6","0.1","90","","","","N"
"SRC","M1","8.3","0.19","84","","","","N"
"SRC","M1","8.5","0.21","86","","","","N"
"SRC","M1","7.7","0.16","89","","","","N"
"SRC","M1","15.8","1.66","99","","","","N"
"SRC","M1","14.9","1.21","87","","","","N"
"SRC","M1","9.8","0.31","82","","","","Y"
"SRC","M1","7.5","0.15","90","","","","N"
"SRC","M1","8","0.19","94","","","","N"
"SRC","M1","7.6","0.17","98","","","","N"
"SRC","M1","6.3","0.08","83","","","","N"
"SRC","M1","7.7","0.16","89","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","8","0.2","99","","","","N"
"SRC","M1","7.5","0.16","96","","","","N"
"SRC","M1","5","0.05","","","","","N"
"SRC","M1","7.2","0.15","103","","","","N"
"SRC","M1","6.5","0.09","85","","","","N"
"SRC","M1","14.7","1.34","100","","","","N"
"SRC","M1","10.6","0.41","85","","","","N"
"SRC","M1","7.2","0.13","89","","","","N"
"SRC","M1","7.3","0.11","72","","","","N"
"SRC","M1","7","0.1","75","","","","N"
"SRC","M1","10.8","0.48","93","","","","N"
"SRC","M1","6.9","0.11","86","","","","N"
"SRC","M1","10.1","0.4","96","","","","N"
"SRC","M1","7.7","0.18","100","","","","N"
"SRC","M1","8","0.16","79","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","M1","8","0.16","79","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","5.1","0.03","","","","","N"
"SRC","M1","7.5","0.18","109","","","","N"
"SRC","M1","8.1","0.14","66","","","","N"
"SRC","M1","6.9","0.1","78","","","","N"
"SRC","M1","9","0.28","96","","","","N"
"SRC","M1","5.5","0.06","95","","","","N"
"SRC","M1","5.5","0.06","95","","","","N"
"SRC","M1","7.1","0.11","79","","","","N"
"SRC","M1","7.2","0.11","75","","","","N"
"SRC","M1","7.4","0.13","82","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","7.5","0.15","90","","","","N"
"SRC","M1","6.3","0.08","83","","","","N"
"SRC","M1","8.3","0.18","79","","","","N"
"SRC","M1","15.9","1.2","70","","","","N"
"SRC","M1","15.4","1.35","88","","","","N"
"SRC","M1","16.5","1.78","93","","","","N"
"SRC","M1","16","1.57","90","","","","N"
"SRC","M1","16.1","1.53","86","","","","N"
"SRC","M1","15","1.38","97","","","","N"
"SRC","M1","6.5","0.13","122","","","","N"
"BKT","P1","13.8","","","","","","N"
"SRC","M1","6","0.09","108","","","","N"
"SRC","M1","6.1","0.09","103","","","","N"
"SRC","","7.1","","","","","","Y"
"SRC","","6.3","","","","","","Y"
"SRC","M1","6","","","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","5.2","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","5.1","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","","4.7","","","","","","N"
"SRC","","4.4","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","","3","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","","3.7","","","","","","N"
"SRC","","3.3","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","","3.3","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","","3.6","","","","","","N"
"SRC","","4.1","","","","","","N"
"SRC","","4.4","","","","","","N"
"SRC","","3.7","","","","","","N"
"SRC","","3.7","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","9.6","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","11.3","","","","","","N"
"SRC","M1","8.6","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","8.2","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","8.5","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","10.6","","","","","","N"
"SRC","M1","9.2","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","12.1","","","","","","N"
"SRC","M1","10.7","","","","","","N"
"SRC","M1","16.9","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","10.7","","","","","","N"
"SRC","M1","8.8","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","","7.5","","","","","","Y"
"SRC","M1","8.3","","","","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","8.4","","","","","","N"
"SRC","M1","8.6","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","5.2","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","","7.6","","","","","","Y"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","","6.4","","","","","","Y"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","","5.2","","","","","","Y"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","4.4","","","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","","4.5","","","","","","N"
"SRC","","3.1","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","","4.6","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","","4.1","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","","3.8","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","","3.9","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","","4.1","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","","4.5","","","","","","N"
"SRC","","4.8","","","","","","N"
"SRC","","3.7","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","","3.3","","","","","","N"
"SRC","","3.9","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","","2.5","","","","","","N"
"SRC","M1","16","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","17.3","","","","","","N"
"SRC","M1","17.8","","","","","","N"
"SRC","M1","16.5","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","16.6","","","","","","N"
"SRC","M1","18.2","","","","","","N"
"SRC","M1","12.2","","","","","","N"
"SRC","M1","16.7","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","16.1","","","","","","N"
"SRC","M1","17.5","","","","","","N"
"SRC","M1","11.8","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","9.8","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","11.4","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","5.1","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.1","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","","4.1","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","3.7","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","8.7","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","9.5","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","4.8","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","7.9","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","","3","","","","","","N"
"SRC","M1","8.3","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","","2.8","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","4.8","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","","2.6","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","15.1","","","","","","N"
"SRC","M1","17.9","","","","","","N"
"SRC","M1","16.1","","","","","","N"
"SRC","M1","15.9","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","14.9","","","","","","N"
"SRC","M1","15.1","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","17.8","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","14.3","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","14.3","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","14.6","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","11.4","","","","","","N"
"SRC","M1","16.4","","","","","","N"
"SRC","M1","17.5","","","","","","N"
"SRC","M1","13.1","","","","","","N"
"SRC","M1","14.7","","","","","","N"
"SRC","M1","14.7","","","","","","Y"
"SRC","M1","17.2","","","","","","N"
"SRC","M1","9.8","","","HAT","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","9.2","","","","","","N"
"SRC","M1","8.5","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","10.1","","","","","","N"
"SRC","M1","10.8","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","13.4","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","11","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","17.2","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","8.7","","","","","","N"
"SRC","M1","14.8","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","","4.3","","","","","","N"
"SRC","M1","11.9","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","11.8","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","7.9","","","","","","N"
"SRC","M1","10.1","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","12.4","","","","","","N"
"SRC","M1","17.3","","","","","","N"
"SRC","M1","17.1","","","","","","N"
"SRC","M1","8.6","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","9.1","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","10.2","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","10.6","","","","","","N"
"SRC","","3.8","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","13","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","12.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","8.4","","","","","","N"
"SRC","M1","8.4","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","10.9","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","9.4","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","17.2","","","","","","N"
"SRC","M1","16.3","","","","","","N"
"SRC","M1","16.9","","","","","","N"
"SRC","M1","14.2","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","16.9","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","17.4","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","13.6","","","","","","N"
"SRC","M1","14.2","","","","","","N"
"SRC","M1","13.2","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","","4.8","","","","","","Y"
"SRC","M1","11.3","","","","","","N"
"SRC","M1","13.3","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","16.6","","","","","","N"
"SRC","M1","14.3","","","","","","N"
"SRC","M1","13","","","","","","N"
"SRC","M1","14.2","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","10.6","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","11.5","","","","","","N"
"SRC","M1","15.4","","","","","","N"
"SRC","M1","16.1","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","10.6","","","","","","N"
"SRC","M1","8.8","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","10.5","","","","","","N"
"SRC","M1","6.6","","","","","","N"
"SRC","M1","10.6","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","","2.8","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","9.5","","","","","","N"
"SRC","M1","13.2","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","9.7","","","","","","N"
"SRC","M1","15.5","","","","","","N"
"SRC","M1","9.3","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","11.8","","","","","","N"
"SRC","M1","12.7","","","","","","N"
"SRC","M1","10.5","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","8.6","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"BNT","P1","8.5","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","9.2","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","7.3","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","8.3","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.2","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","","4.7","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","","4.7","","","","","","N"
"SRC","","4","","","","","","N"
"SRC","M1","12","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","15.5","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","7.9","","","","","","N"
"SRC","M1","17.3","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","17.2","","","","","","N"
"SRC","M1","16.3","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","M1","8.5","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","18.6","","","","","","N"
"SRC","M1","16.4","","","","","","N"
"SRC","M1","14.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","13.1","","","","","","N"
"SRC","M1","13.9","","","","","","N"
"SRC","M1","19","","","","","","N"
"SRC","M1","10.5","","","","","","N"
"SRC","M1","13.7","","","","","","N"
"SRC","M1","16.8","","","","","","N"
"SRC","M1","14.6","","","","","","N"
"SRC","M1","10","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","15.8","","","","","","N"
"SRC","M1","13.2","","","","","","N"
"SRC","M1","11.5","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","17","","","","","","N"
"SRC","M1","15.8","","","","","","N"
"SRC","M1","16","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","9.3","","","","","","N"
"SRC","M1","12.3","","","","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","12.3","","","","","","N"
"SRC","M1","14.8","","","","","","N"
"SRC","M1","13.4","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","13.1","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","8.4","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","10.3","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","8.7","","","","","","N"
