"Species","Capture History","Length","Weight","Wr","Mark","Tag","Sex","Mort?"
"SRC","M1","18.3","2.39","91","","","","N"
"SRC","M1","15.4","1.58","102","","","","N"
"SRC","M1","12.4","0.77","98","","","","N"
"SRC","M1","14.7","1.3","97","","","","N"
"SRC","M1","14.9","1.25","90","","","","N"
"SRC","M1","13.4","1.05","105","","","","N"
"SRC","M1","16.5","2.08","109","","","","N"
"SRC","M1","13.6","0.98","93","","","","N"
"SRC","M1","11.9","0.62","89","","","","N"
"SRC","M1","15.2","1.88","127","","","","N"
"SRC","M1","16.6","1.8","93","","","","N"
"SRC","M1","11.8","0.58","86","","","","N"
"SRC","M1","12.2","0.64","85","","","","N"
"SRC","M1","13.4","0.89","89","","","","N"
"SRC","M1","14.3","1.15","94","","","","N"
"SRC","M1","14.3","1.34","109","","","","N"
"SRC","M1","5.9","0.08","101","","","","N"
"SRC","M1","9.1","0.25","83","","","","N"
"SRC","M1","11","0.49","90","","","","N"
"SRC","M1","14.1","0.89","76","","","","N"
"SRC","M1","15.2","1.18","80","","","","N"
"SRC","M1","15.2","1.48","100","","","","N"
"SRC","M1","11.3","0.59","100","","","","N"
"SRC","M1","6","0.07","84","","","","N"
"SRC","M1","7.7","0.13","72","","","","N"
"SRC","M1","13.9","1.09","97","","","","N"
"SRC","M1","15","1.28","90","","","","N"
"SRC","M1","13.6","0.93","89","","","","N"
"SRC","M1","13.6","0.88","84","","","","N"
"SRC","M1","10.7","0.47","94","","","","N"
"SRC","M1","8.4","0.2","85","","","","N"
"SRC","M1","8.5","0.2","82","","","","N"
"SRC","M1","7.8","0.18","96","","","","N"
"SRC","M1","6.6","0.11","99","","","","N"
"SRC","M1","8.3","0.19","84","","","","N"
"SRC","M1","6.2","0.07","76","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","6","0.06","72","","","","N"
"SRC","M1","6.2","0.07","76","","","","N"
"SRC","M1","7.4","0.19","119","","","","N"
"SRC","M1","8.9","0.23","82","","","","N"
"SRC","M1","6.5","0.07","66","","","","N"
"SRC","M1","7.5","0.18","109","","","","N"
"SRC","M1","7","0.15","112","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","5.4","0.07","117","","","","N"
"SRC","M1","5.7","0.08","113","","","","N"
"SRC","M1","6.2","0.08","87","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","6.4","0.08","79","","","","N"
"SRC","M1","5.4","0.05","83","","","","N"
"SRC","M1","6.7","0.09","77","","","","N"
"SRC","M1","5.3","0.04","71","","","","N"
"SRC","M1","6.3","0.09","93","","","","N"
"SRC","M1","6.2","0.07","76","","","","N"
"SRC","M1","6.5","0.09","85","","","","N"
"SRC","M1","5.3","0.04","71","","","","N"
"SRC","M1","5.3","0.06","106","","","","N"
"SRC","M1","6.2","0.09","98","","","","N"
"SRC","M1","6.9","0.1","78","","","","N"
"SRC","M1","6.5","0.07","66","","","","N"
"SRC","M1","6.4","0.08","79","","","","N"
"SRC","M1","5","0.04","","","","","N"
"SRC","M1","6.2","0.09","98","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","6","0.06","72","","","","N"
"SRC","M1","5.4","0.05","83","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","5.2","0.03","56","","","","N"
"SRC","M1","5.9","0.06","76","","","","N"
"SRC","M1","5","0.04","","","","","N"
"SRC","M1","5.4","0.05","83","","","","N"
"SRC","M1","5.7","0.06","85","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","","3","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","M1","7.6","0.19","110","","","","N"
"SRC","M1","5.2","0.06","113","","","","N"
"SRC","M1","5.8","0.08","107","","","","N"
"SRC","M1","6.6","0.12","108","","","","N"
"SRC","M1","7.7","0.16","89","","","","N"
"SRC","M1","7.7","0.19","106","","","","N"
"SRC","M1","8.9","0.26","92","","","","N"
"SRC","M1","7.5","0.16","96","","","","N"
"SRC","","4.8","","","","","","N"
"SRC","M1","7.2","0.13","89","","","","N"
"SRC","M1","6.4","0.1","99","","","","N"
"SRC","M1","5.7","0.08","113","","","","N"
"SRC","M1","6.3","0.1","103","","","","N"
"SRC","M1","6","0.08","96","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","6.5","0.1","94","","","","N"
"SRC","M1","7.4","0.15","94","","","","N"
"SRC","M1","6.5","0.11","103","","","","N"
"SRC","M1","6.5","0.11","103","","","","N"
"SRC","M1","6.4","0.13","128","","","","N"
"SRC","","3.8","","","","","","N"
"SRC","M1","6.7","0.11","94","","","","N"
"SRC","","3.8","","","","","","N"
"SRC","M1","5.9","0.1","127","","","","N"
"SRC","M1","6.2","0.09","98","","","","N"
"SRC","M1","7.8","0.21","112","","","","N"
"SRC","M1","5.7","0.08","113","","","","N"
"SRC","","3.9","","","","","","N"
"SRC","M1","6.4","0.12","118","","","","N"
"SRC","","4.1","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","","3.6","","","","","","N"
"SRC","","3.8","","","","","","N"
"SRC","","3.5","","","","","","N"
"SRC","","3.4","","","","","","N"
"SRC","M1","5.2","0.07","131","","","","N"
"SRC","","5.2","","","","","","Y"
"SRC","M1","11.3","0.51","86","","","","N"
"SRC","M1","18.5","2.82","104","","","","N"
"SRC","M1","14.1","1.1","94","","","","N"
"SRC","M1","10.5","0.41","87","","","","N"
"SRC","M1","9.3","0.27","84","","","","N"
"SRC","M1","15.3","1.55","103","","","","N"
"SRC","M1","14.7","1.34","100","","","","N"
"SRC","M1","11.6","0.53","83","","","","N"
"SRC","M1","16.5","1.89","99","","","","N"
"SRC","M1","11.1","0.59","106","","","","N"
"SRC","M1","12.2","0.71","95","","","","N"
"SRC","M1","6.7","0.09","77","","","","N"
"SRC","M1","17.2","2.1","97","","","","N"
"SRC","M1","15.9","1.53","90","","","","N"
"SRC","M1","9.8","0.32","84","","","","N"
"SRC","M1","12.2","0.61","81","","","","N"
"SRC","M1","10.9","0.45","85","","","","N"
"SRC","M1","14.2","1.08","90","","","","N"
"SRC","M1","9.7","0.3","81","","","","N"
"SRC","M1","14.3","1.05","86","","","","N"
"SRC","M1","16.3","1.78","97","","","","N"
"SRC","M1","14.9","1.32","95","","","","N"
"SRC","M1","10.1","0.34","81","","","","N"
"SRC","M1","11.2","0.57","99","","","","N"
"SRC","M1","11.5","0.61","98","","","","N"
"SRC","M1","11.8","0.66","98","","","","N"
"SRC","M1","11.4","0.58","96","","","","N"
"SRC","M1","11.8","0.58","86","","","","N"
"SRC","M1","11.2","0.55","96","","","","N"
"SRC","M1","16.3","1.88","102","","","","N"
"SRC","M1","11.1","0.51","91","","","","N"
"SRC","M1","11.5","0.54","87","","","","N"
"SRC","M1","9.6","0.29","81","","","","N"
"SRC","M1","14.5","1.14","89","","","","N"
"SRC","M1","12.9","0.78","88","","","","N"
"SRC","M1","11.3","0.47","80","","","","N"
"SRC","M1","14.4","1.09","87","","","","N"
"SRC","","13.2","0.82","86","","","","Y"
"SRC","M1","11.3","0.55","93","","","","N"
"SRC","M1","15.3","1.22","81","","","","N"
"SRC","M1","15.4","1.44","93","","","","N"
"SRC","M1","8.8","0.22","81","","","","N"
"SRC","M1","10.1","0.37","89","","","","N"
"SRC","M1","19.7","2.87","87","","","","N"
"SRC","M1","10.3","0.38","86","","","","N"
"SRC","M1","15.9","1.43","84","","","","N"
"SRC","M1","11.8","0.63","93","","","","N"
"SRC","M1","5.7","0.07","99","","","","N"
"SRC","","9.8","0.37","97","","","","Y"
"SRC","M1","10.3","0.42","95","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","9.6","0.27","76","","","","N"
"SRC","M1","9.6","","","","","","N"
"SRC","M1","9.9","0.37","94","","","","N"
"SRC","M1","10.2","0.36","84","","","","N"
"SRC","M1","15.1","1.29","89","","","","Y"
"SRC","M1","10.5","0.43","91","","","","N"
"SRC","M1","17.2","2.13","98","","","","N"
"SRC","M1","9.9","0.35","89","","","","N"
"SRC","M1","12","0.62","87","","","","N"
"SRC","M1","10.4","0.41","90","","","","N"
"SRC","M1","12.2","0.66","88","","","","N"
"SRC","M1","10.6","0.35","72","","","","N"
"SRC","M1","17.3","1.94","88","","","","N"
"SRC","M1","17.7","2","84","","","","N"
"SRC","M1","6.3","0.08","83","","","","N"
"SRC","M1","14.3","1.01","82","","","","N"
"SRC","M1","7.1","0.14","100","","","","N"
"SRC","M1","15.7","1.56","95","","","","N"
"SRC","M1","13.8","0.95","87","","","","N"
"SRC","M1","17.6","2.14","92","","","","N"
"SRC","M1","7.7","0.16","89","","","","N"
"SRC","M1","10.3","0.4","90","","","","N"
"SRC","M1","11","0.45","83","","","","N"
"SRC","M1","9.2","0.29","93","","","","N"
"SRC","M1","10.2","0.4","93","","","","N"
"SRC","M1","12","0.6","84","","","","N"
"SRC","M1","10","0.37","91","","","","N"
"SRC","M1","11.4","0.52","86","","","","N"
"SRC","M1","14.9","1.18","85","","","","N"
"SRC","M1","10.8","0.43","84","","","","N"
"SRC","M1","12.2","0.66","88","","","","N"
"SRC","M1","10.8","0.41","80","","","","N"
"SRC","M1","10.9","0.44","83","","","","N"
"SRC","M1","11.9","0.59","85","","","","N"
"SRC","M1","10.2","0.34","79","","","","N"
"SRC","M1","7.1","0.12","86","","","","N"
"SRC","M1","9.6","0.28","79","","","","N"
"SRC","M1","6.5","0.09","85","","","","N"
"SRC","M1","13.6","0.99","94","","","","N"
"SRC","M1","11.6","0.55","86","","","","N"
"SRC","M1","10.8","0.42","82","","","","N"
"SRC","M1","12.5","0.72","89","","","","N"
"SRC","M1","11.9","0.61","88","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","M1","5.7","0.07","99","","","","N"
"SRC","M1","9.6","0.33","93","","","","N"
"SRC","M1","15.6","1.46","91","","","","N"
"SRC","M1","10.1","0.33","79","","","","N"
"SRC","M1","8.5","0.22","90","","","","N"
"SRC","M1","9","0.27","93","","","","N"
"SRC","M1","9.3","0.3","93","","","","N"
"SRC","M1","8.9","0.25","89","","","","N"
"SRC","M1","10.4","0.41","90","","","","N"
"SRC","M1","9.5","0.32","93","","","","N"
"SRC","M1","12.2","0.62","83","","","","N"
"SRC","M1","11.1","0.46","82","","","","N"
"SRC","M1","11.7","0.55","84","","","","N"
"SRC","M1","10.1","0.39","93","","","","N"
"SRC","M1","11.9","0.58","84","","","","N"
"SRC","M1","10.2","0.4","93","","","","N"
"SRC","M1","7.8","0.17","91","","","","N"
"SRC","M1","5.5","0.06","95","","","","N"
"SRC","M1","8.9","0.22","78","","","","N"
"SRC","M1","10.6","0.4","83","","","","N"
"SRC","M1","10.1","0.42","101","","","","N"
"SRC","M1","12.2","0.63","84","","","","N"
"SRC","M1","11.5","0.54","87","","","","N"
"SRC","M1","10.3","0.37","83","","","","N"
"SRC","","10.2","0.32","74","","","","Y"
"SRC","","4.8","","","","","","N"
"SRC","","9.1","0.3","99","","","","Y"
"SRC","M1","11.4","0.54","89","","","","N"
"SRC","M1","9.6","0.28","79","","","","N"
"SRC","M1","8.2","0.2","91","","","","N"
"SRC","M1","11.9","0.64","92","","","","N"
"SRC","M1","10.8","0.39","76","","","","N"
"SRC","M1","5.6","0.05","75","","","","N"
"SRC","M1","10.5","0.34","72","","","","N"
"SRC","M1","5.1","0.04","","","","","N"
"SRC","M1","8.9","0.22","78","","","","N"
"SRC","M1","9","0.27","93","","","","N"
"SRC","M1","10","0.36","89","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","11.6","0.53","83","","","","N"
"SRC","M1","7.8","0.13","69","","","","N"
"SRC","M1","11","0.54","99","","","","N"
"SRC","M1","11.5","0.59","95","","","","N"
"SRC","M1","9.2","0.25","80","","","","N"
"SRC","M1","10","0.27","67","","","","N"
"SRC","","5.7","0.05","71","","","","Y"
"SRC","M1","5.5","0.04","63","","","","N"
"SRC","M1","8.2","0.15","69","","","","N"
"SRC","M1","10.6","0.39","80","","","","N"
"SRC","M1","10.2","0.38","88","","","","N"
"SRC","M1","9.4","0.29","87","","","","N"
"SRC","M1","10.4","0.39","85","","","","N"
"SRC","M1","9.1","0.25","83","","","","N"
"SRC","M1","7.8","0.19","101","","","","N"
"SRC","M1","10.3","0.33","74","","","","N"
"SRC","M1","6.1","0.08","91","","","","N"
"SRC","M1","6.5","0.1","94","","","","N"
"SRC","M1","6.7","0.09","77","","","","N"
"SRC","M1","9.8","0.28","74","","","","N"
"SRC","M1","10.5","0.39","83","","","","N"
"SRC","M1","5.6","0.05","75","","","","N"
"SRC","M1","7.7","0.15","83","","","","N"
"SRC","M1","5.2","0.05","94","","","","N"
"SRC","M1","6.1","0.08","91","","","","N"
"SRC","M1","9","0.27","93","","","","N"
"SRC","M1","7.6","0.15","87","","","","N"
"SRC","M1","10","0.34","84","","","","N"
"SRC","","5.7","0.07","99","","","","Y"
"SRC","M1","8.2","0.2","91","","","","N"
"SRC","","10","0.32","79","","","","Y"
"SRC","M1","10.9","0.38","72","","","","N"
"SRC","","5.3","0.05","88","","","","Y"
"SRC","","8.7","0.22","84","","","","Y"
"SRC","M1","8.4","0.22","93","","","","N"
"SRC","M1","8.1","0.18","85","","","","N"
"SRC","M1","5.9","0.06","76","","","","N"
"SRC","M1","6.6","0.09","81","","","","N"
"SRC","M1","7.2","0.14","96","","","","N"
"SRC","M1","6.1","0.08","91","","","","N"
"SRC","M1","5.5","0.06","95","","","","N"
"SRC","M1","8.5","0.2","82","","","","N"
"SRC","M1","7.1","0.13","93","","","","N"
"SRC","M1","5.1","0.04","","","","","N"
"SRC","M1","5.8","0.06","80","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","M1","6.2","0.09","98","","","","N"
"SRC","M1","9.1","0.23","76","","","","N"
"SRC","","3.6","","","","","","N"
"SRC","M1","7.4","0.15","94","","","","N"
"SRC","M1","7.5","0.13","78","","","","N"
"SRC","M1","7","0.12","90","","","","N"
"SRC","M1","6","0.07","84","","","","N"
"SRC","M1","8.8","0.23","84","","","","N"
"SRC","M1","6.2","0.08","87","","","","N"
"SRC","M1","7.6","0.11","64","","","","N"
"SRC","M1","5.9","0.06","76","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","","3.6","","","","","","N"
"SRC","","3.2","","","","","","N"
"SRC","M1","6.2","0.07","76","","","","N"
"SRC","M1","5.9","0.07","89","","","","N"
"SRC","M1","5.2","0.04","75","","","","N"
"BKT","P1","8.7","0.23","61","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","14.6","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","18.4","","","","","","N"
"SRC","M1","14.9","","","","","","N"
"SRC","M1","15.1","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","17.1","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","14.7","","","","","","N"
"SRC","M1","17.7","","","","","","N"
"SRC","M1","16.8","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","20.2","","","","","","N"
"SRC","M1","16.3","1.65","90","","","","N"
"SRC","M1","18.6","2.31","83","","","","N"
"SRC","M1","13.7","0.9","84","","","","N"
"SRC","M1","9.4","0.25","75","","","","N"
"SRC","M1","15.1","1.31","90","","","","N"
"SRC","M1","14.4","1.11","89","","","","N"
"SRC","M1","7.7","0.18","100","","","","N"
"SRC","M1","6.3","0.11","114","","","","N"
"SRC","M1","5.7","0.07","99","","","","N"
"SRC","M1","7.1","0.13","93","","","","N"
"SRC","M1","7.5","0.14","84","","","","N"
"SRC","M1","6.6","0.1","90","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","6","0.08","96","","","","N"
"SRC","M1","5.8","0.06","80","","","","N"
"SRC","M1","8.3","0.19","84","","","","N"
"SRC","M1","7.2","0.11","75","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","M1","9.2","0.27","86","","","","N"
"SRC","M1","8.9","0.25","89","","","","N"
"SRC","M1","6.5","0.08","75","","","","N"
"SRC","M1","8.7","0.22","84","","","","N"
"SRC","M1","7","0.1","75","","","","N"
"SRC","M1","7.3","0.13","85","","","","N"
"SRC","M1","6.8","0.08","65","","","","N"
"SRC","M1","6.5","0.09","85","","","","N"
"SRC","M1","5","0.04","","","","","N"
"SRC","M1","5.6","0.05","75","","","","N"
"SRC","M1","8.3","0.16","70","","","","N"
"SRC","M1","7.7","0.12","67","","","","N"
"SRC","M1","6","0.05","60","","","","N"
"SRC","M1","7.4","0.09","57","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","","4.5","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","7.9","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","6.9","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","7.2","","","","","","N"
"SRC","","4.9","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","","7.2","","","","","","Y"
"SRC","","8.9","","","","","","Y"
"SRC","","6","","","","","","Y"
"SRC","","7.5","","","","","","Y"
"SRC","","5.2","","","","","","Y"
"SRC","","6.3","","","","","","Y"
"SRC","M1","16.9","1.74","85","","","","N"
"SRC","M1","14.2","1.05","88","","","","N"
"SRC","M1","16.9","1.85","90","","","","N"
"SRC","M1","14.3","1.07","87","","","","N"
"SRC","M1","13.5","1.05","102","","","","N"
"SRC","M1","13.7","1.04","97","","","","N"
"SRC","M1","15.1","0.93","64","","","","N"
"SRC","M1","13.6","0.87","83","","","","N"
"SRC","M1","14.9","1.37","98","","","","N"
"SRC","M1","12.8","0.78","90","","","","N"
"SRC","M1","14.8","1.26","92","","","","N"
"SRC","M1","13.5","0.9","88","","","","N"
"SRC","M1","14.3","1.21","99","","","","N"
"SRC","","15.1","1.3","90","","","","Y"
"SRC","M1","19","2.71","92","","","","N"
"SRC","M1","11.3","0.47","80","","","","N"
"SRC","M1","16.5","1.78","93","","","","N"
"SRC","M1","14.2","1.07","89","","","","N"
"SRC","M1","17.2","1.77","81","","","","N"
"SRC","M1","9.9","","","","","","N"
"SRC","M1","14.2","1.14","95","","","","N"
"SRC","M1","16.1","1.54","87","","","","N"
"SRC","M1","10.1","","","","","","N"
"SRC","M1","15.1","1.42","98","","","","N"
"SRC","M1","12","0.69","97","","","","N"
"SRC","M1","13","0.95","104","","","","N"
"SRC","M1","17.6","2.05","88","","","","N"
"SRC","M1","8.5","0.23","94","","","","N"
"SRC","M1","8.3","0.2","88","","","","N"
"SRC","M1","8.5","0.22","90","","","","N"
"SRC","M1","8.5","0.23","94","","","","N"
"SRC","M1","15.1","1.09","75","","","","N"
"SRC","M1","6.7","0.1","86","","","","N"
"SRC","M1","17.9","2.5","102","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","9.5","0.27","78","","","","N"
"SRC","M1","8.5","0.21","86","","","","N"
"SRC","M1","15.9","1.42","83","","","","N"
"SRC","M1","8","0.18","89","","","","N"
"SRC","M1","11.4","0.5","82","","","","N"
"SRC","M1","8.6","0.22","87","","","","N"
"SRC","M1","8.4","0.18","76","","","","N"
"SRC","M1","15.1","1.48","102","","","","N"
"SRC","M1","6.9","0.1","78","","","","N"
"SRC","M1","8.8","0.23","84","","","","N"
"SRC","M1","13.5","0.85","83","","","","N"
"SRC","M1","5.9","0.08","101","","","","N"
"SRC","M1","5.9","0.07","89","","","","N"
"SRC","M1","14.5","1.16","91","","","","N"
"SRC","M1","8.6","0.19","75","","","","N"
"SRC","M1","11.6","0.59","92","","","","N"
"SRC","M1","16.6","1.67","86","","","","N"
"SRC","M1","11.5","0.47","75","","","","N"
"SRC","M1","9.9","0.36","92","","","","N"
"SRC","M1","14.2","1.07","89","","","","N"
